Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Wild Fire Wheat;Smoked Beer;Bootlegger's Brewery;Bootlegger's Brewery Wild Fire Wheat;Notes:;5.0;20.0;30.0;4;16;4.0;7;14;25;0;31;7.0;63;
Smoaktoberfest;Smoked Beer;Live Oak Brewing Company;Live Oak Brewing Company Live Oak Oaktoberfest;Notes:;5.8;20.0;30.0;1;1;0.0;3;3;0;0;0;3.0;2;3.0
Chocolate Stout;Stout - American;Rogue Ales;Rogue Ales Chocolate Stout;"Notes:12 Ingredients:Great Western 2-Row, Crystal 135- 165, Chocolate & Rogue Micro Barley Farm DareTM & RiskTM Malts; Rogue Micro Hopyard Revolution & Rebel Hops, Rolled Oats, Roasted Barley, Natural Chocolate Flavoring, Free Range Coastal Waters & Pacman Yeast.15º PLATO69 IBU77 AA135º Lovibond\t";5.8;35.0;60.0;6;130;8.0;81;109;6;0;9;53.0;11;143.0
Obsidian Stout;Stout - American;Deschutes Brewery;Deschutes Brewery Obsidian Stout;Notes:Deep, robust and richly rewarding, this is beer to linger over. Obsidian has distinct notes of espresso, chocolate, roasted malt and black barley, with just enough hop bite to cut the sweetness.IBUs: 55220 calories per 12 oz serving\t;6.4;;60.0;9;72;23.0;95;72;12;0;13;67.0;6;132.0
Stout;Stout - American;Sierra Nevada Brewing Co.;Sierra Nevada Brewing Co. Sierra Nevada Stout;Notes:Sierra Nevada Stout s a full-bodied American version of the traditional black ale. It is perfectly balanced with big roasted malt flavors and earthy, whole-cone hops.In 1980, when we were building our fledging brewery, we needed a beer with bold flavors to test the new, hand-built brewhouse. That first brew was a stout rich with roasted malts and earthy, whole-cone American hops. We liked that original stout so much that we've kept it as we've grown. Decades later it still reminds us of that early pioneering spirit.\t;5.8;35.0;60.0;8;88;9.0;75;37;9;0;4;;5;108.0
Chicory Stout;Stout - American;Dogfish Head Brewery;Dogfish Head Brewery Chicory Stout;Notes:Chicory was one of the first beers we started brewing at our pub back when it opened in 1995. It's a dark beer made with a bunch of roasted chicory, organic Mexican coffee, St. John's Wort and licorice root. We use whole-leaf Cascade and Fuggle hops, as well as pale, roasted and oatmeal grains.21 IBU\t;5.2;35.0;60.0;13;73;14.0;84;50;10;0;11;;21;104.0
Mean Old Tom;Stout - American;Maine Beer Company;Maine Beer Company Mean Old Tom;Notes:Our American-style stout aged on organic vanilla beans. Intense notes of coffee and dark chocolate lead way to subtle notes of natural vanilla. Flaked oats generate a silky mouthfeel.\t;6.5;35.0;;9;91;10.0;49;55;6;0;6;24.0;39;85.0
Tres Blueberry Stout;Stout - American;Dark Horse Brewing Company;Dark Horse Brewing Company Dark Horse Tres Blueberry Stout;Notes:A full bodied stout made with all malted barley and blueberry. Flavors of chocolate, roast malt and light blueberry make up the palate with lots of fruity blueberry aroma.\t;;;60.0;9;69;5.0;47;138;11;0;90;25.0;11;92.0
Aphrodisiaque;Stout - American;Brasserie Dieu Du Ciel;Brasserie Dieu Du Ciel Aphrodisiaque;Notes:Also known as Aphrodite.Black ale with aromas and flavours of vanilla, dark chocolate, bourbon and roasted malt. The vanilla and cocoa marry nicely, without out-competing each other, to produce a surprisingly well balanced beer. This beer is mildly hoppy, but the cocoa introduces a touch of bitterness. Its colour may be intimidating, but it is a very smooth beer within reach of most beer drinkers. This highly appreciated dessert beer is brewed with organic fair-trade cocoa and first rate vanilla beans.\t;6.5;35.0;60.0;7;112;20.0;62;63;7;2;13;32.0;49;108.0
Out Of Bounds Stout;Stout - American;Avery Brewing Company;Avery Brewing Company Out Of Bounds Stout;Notes:;6.3;35.0;60.0;10;77;10.0;91;50;7;0;9;65.0;11;111.0
Black Mocha Stout;Stout - American;Highland Brewing;Highland Brewing Highland Black Mocha Stout;Notes:Highland’s most robust beer, having a very malty body with a large, roasted chocolate flavor, all achieved solely through the use of special roasted barley grains. It is black in color with a very clean finish and moderate hop flavor. While the porter style was developing, some brewers produced a stout porter and over time generated a new style known simply as stout. These beers traditionally contain a distinct roasted malt flavor and can run the gamut from a dry stout, such as Guinness to a sweet stout such as Watney’s Cream Stout. Our Black Mocha falls in the sweet stout range and derives its chocolate and coffee tones from the use of appropriate roasted malt grains and is very often used as an after dinner libation or an accompaniment to dessert.\t;5.0;35.0;60.0;180;79;;66;59;2;0;2;18.0;5;139.0
Fuel Cafe (Coffee Flavored Stout);Stout - American;Lakefront Brewery, Inc.;Lakefront Brewery, Inc. Fuel Cafe (Coffee Flavored Stout);Notes:This unique stout combines the flavor of roasted malts and Milwaukee's renowned Fuel Cafe coffee. Pours a deep, dark color with a beautiful creamy tan head. Coffee aromas dominate the nose, with a background of roasted grain. The fine balance of mild hops, the gentle acidity of choice coffee and the full mouth feel from roasted malt barley make this an unforgettable brew.\t;6.4;35.0;60.0;23;91;11.0;98;33;7;0;1;19.0;10;147.0
Coffee Stout;Stout - American;New Glarus Brewing Company;New Glarus Brewing Company Coffee Stout;Notes:;5.75;35.0;60.0;15;83;11.0;95;47;14;0;10;;7;139.0
Brewhouse Coffee Stout;Stout - American;Central Waters Brewing Company;Central Waters Brewing Company Brewhouse Coffee Stout;Notes:A coffee lover's delight! A wonderful stout infused with coffee that is specially roasted for us by Emy J's in Stevens Point, WI.\t;7.4;;60.0;14;111;14.0;121;72;6;0;10;32.0;13;192.0
Chocolate Stout;Stout - American;Harpoon Brewery;Harpoon Brewery Harpoon Chocolate Stout;Notes:Harpoon Chocolate Stout is brewed with an abundance of chocolate malt and a touch of chocolate.40 IBU\t;5.9;35.0;60.0;14;158;8.0;49;126;1;0;3;21.0;6;154.0
Cocoa Loco;Stout - American;Arcadia Brewing Company;Arcadia Brewing Company Arcadia Cocoa Loco;Notes:This triple chocolate stout is a unique interpretation of the style, combining three different chocolate malts, cacao nibs and 63 percent semi-sweet chocolate, creating a sinfully delicious brew. The addition of blackstrap molasses produces an earthy, caramelized tone in an already complex flavor profile. It's creamy, milkshake-like mouthfeel earns this beer the reputation of being dessert in glass.\t;7.0;35.0;60.0;5;154;27.0;71;111;23;0;33;26.0;14;169.0
Bison Organic Chocolate Stout;Stout - American;Bison Brewing;Bison Brewing Bison Organic Chocolate Stout;Notes:;;35.0;60.0;9;91;12.0;53;60;9;0;10;18.0;4;105.0
Rise Up Coffee Stout;Stout - American;Evolution Craft Brewing Company;Evolution Craft Brewing Company Rise Up Stout;Notes:A caribbean style stout, infused with coffee. Ours is rich and dark with a toasted brown head, well balanced, roasty and full flavored. Cold steeping ...Read Morewith organic coffee from local shop Rise Up Coffee imparts a generous but balanced coffee nose and flavor\t;6.7;35.0;60.0;13;72;;114;32;4;0;1;28.0;8;146.0
Captain Stout;Stout - American;Alpine Beer Company;Alpine Beer Company Captain Stout;Notes:The Captain is leader of a fire crew. This beer takes charge of your taste buds with its rich flavor. Roasty malt character that has hints of chocolate and coffee which balances the smooth, velvety finish. The thick, creamy head lasts and lasts, leaving lace in your glass as your beer disappears. This beer pairs well with food. Great with dinner or as breakfast or even with a rich vanilla-bean ice cream. 1.060 OG 31 IBU\t;6.0;35.0;60.0;20;79;6.0;62;59;9;0;9;31.0;9;114.0
Luna Coffee Stout;Stout - American;Hinterland Brewery Restaurant;Hinterland Brewery Restaurant Luna Coffee Stout;Notes:;5.6;35.0;60.0;5;65;4.0;84;17;3;0;0;20.0;2;93.0
Blue Bridge Coffee Stout;Stout - American;Coronado Brewing Company;Coronado Brewing Company Blue Bridge Coffee Stout;Notes:;5.4;35.0;60.0;14;71;;91;28;6;0;5;15.0;3;126.0
Valdez;Stout - American;Pisgah Brewing Co.;Pisgah Brewing Co. Pisgah Valdez;Notes:This robust Coffee Stout is a mouthful of flavor! A dark, roasty grain bill stands as the backdrop for a galaxy of coffee aroma and flavor, made possible by local organic bean roasters Dynamite Roastery. A Pisgah fan favorite, Valdez is brewed bi-annually and never lasts as long as the flavor.\t;6.2;35.0;60.0;18;86;12.0;130;57;11;1;3;27.0;10;173.0
CEO Stout;Stout - American;Right Brain Brewery;Right Brain Brewery CEO Stout;Notes:;5.5;35.0;60.0;6;78;5.0;75;44;6;0;3;7.0;7;128.0
Irish Channel StoutNew Orleans Lager & Ale Brewing Company (NOLA);Stout - American;New Orleans Lager & Ale Brewing Company (NOLA);New Orleans Lager & Ale Brewing Company (NOLA) Irish Channel Stout;Notes:This is an American style stout that has sweet malt flavors of caramel and chocolate, complimented by a crisp bitterness produced by roasted barley and American Hops. The complex malt bill of pale and roasted malts result in this well balanced stout that is smooth, rich, dark and delicious! And watch out – ABV 6.8%!\t;6.8;350.0;;12;76;140.0;64;51;1;0;2;40.0;5;122.0
"Survival ""7-Grain"" Stout";Stout - American;Hopworks Urban Brewery;"Hopworks Urban Brewery Survival ""7-Grain"" Stout";Notes:The seven grains: Barley (Egyptian), Wheat (Mesopotamian), Oats (Egyptian), Amaranth (Aztec), Quinoa (Incan), Spelt (Mesopotamian), and Kamut (Egyptian).Finished with 15 pounds of cold-pressed Stumptown 'Hairbender' espresso.2011 - Finished with 15 pounds of cold-pressed Stumptown Organic Holler Mountain Coffee.2012 - Finished with 20 pounds of cold-pressed Stumptown Organic Holler Mountain coffee.35 IBU\t;5.3;35.0;60.0;21;71;8.0;88;32;12;0;7;18.0;19;175.0
Crème Brûlée Java Stout;Stout - American;Kuhnhenn Brewing Company;Kuhnhenn Brewing Company Kuhnhenn Crème Brûlée Java Stout;Notes:;5.8;35.0;60.0;5;99;13.0;105;78;9;2;2;22.0;35;134.0
Black Phoenix (Chipotle Coffee Ale);Stout - American;Bootlegger's Brewery;Bootlegger's Brewery Black Phoenix (Chipotle Coffee Ale);Notes:Stout brewed with coffee and chipotle peppers.\t;6.7;35.0;60.0;8;80;31.0;83;58;5;0;5;16.0;116;127.0
Java The Stout;Stout - American;Jackie O's Pub & Brewery;Jackie O's Pub & Brewery Java The Stout;Notes:;6.5;35.0;60.0;13;95;6.0;110;53;13;0;1;28.0;14;174.0
Hickory Stick Stout;Stout - American;Olde Hickory Brewery;Olde Hickory Brewery Hickory Stick Stout;Notes:;5.8;35.0;60.0;11;77;12.0;82;46;14;1;13;45.0;10;97.0
Planet Bean;Stout - American;Spring House Brewing Company;Spring House Brewing Company Planet Bean Coffee Stout;Notes:Planet Bean Coffee Stout is smooth, dark, full-bodied, and satisfyingly rich. Coffee beans expertly roasted at Cumberland County Coffee Company give this stout its powerful aroma and pronounced fresh-brewed coffee flavor. Your only problem with this tempting brew will be resisting the urge to pour it in your coffee mug before work!\t;7.0;35.0;60.0;24;105;;133;46;9;0;8;16.0;5;173.0
Naked Fish;Stout - American;DuClaw Brewing Company;DuClaw Brewing Company Naked Fish;Notes:First brewed in 2002, Naked Fish, like most traditional Stouts, is medium-bodied and nearly black in color with a light tan head. But where Naked Fish turns the stout style upside down is in its flavor profile. Gourmet Chocolate Raspberry Coffee is added to the grain bill to produce a taste experience you’ll never forget. Naked Fish hooks you with flavors and aromas of roast coffee, raspberry and dark chocolate, before releasing you to a dry, chocolatey finish. These enticing flavors, combined with a moderate 4.6% abv, are guaranteed to make you get naked. Fish. Or whatever.\t;4.6;35.0;60.0;13;89;;53;139;21;0;74;12.0;4;114.0
Kentucky Bourbon Barrel Ale;Strong Ale - English;Alltech’s Lexington Brewing and Distilling Co.;Alltech’s Lexington Brewing and Distilling Co. Kentucky Bourbon Barrel Ale;Notes:Award winning Kentucky Bourbon Barrel Ale is a unique sipping beer with the distinctive nose of a well-crafted bourbon. Our Kentucky Ale is aged for up to 6 weeks in freshly decanted bourbon barrels from some of Kentucky’s finest distilleries. Subtle yet familiar flavors of vanilla and oak are imparted to this special ale as it rests in the charred barrels. Pleasantly smooth and robust, Kentucky Bourbon Barrel Ale may also be served as an aperitif or after dinner drink.\t;8.19;40.0;60.0;9;40;88.0;25;49;10;2;13;21.0;23;128.0
Immort Ale;Strong Ale - English;Dogfish Head Brewery;Dogfish Head Brewery Immort Ale;Notes:For this beer, we use maple syrup from Red Brook Farm -- Sam's family farm in Western Massachusetts, peat-smoked barley, juniper berries and vanilla.Immort is fermented with a blend of English and Belgian yeasts, then aged in the big oak tanks at the brewery.The sweet and earthy flavors meld magnificently in the Immort Ale. But be warned, the ABV is 11%, so after one or two you may start feeling immortal (even though we promise you won't be).50 IBU\t;11.0;;60.0;11;60;41.0;18;126;24;0;42;21.0;62;91.0
Fuller's 1845;Strong Ale - English;Fuller Smith & Turner PLC;Fuller Smith & Turner PLC Fuller's 1845;Notes:Matured for 100 daysFirst brewed in 1995 to commemorate the 150th anniversary of Fuller, Smith & Turner, this bottle conditioned recipe is inspired by the original Fuller's brewing books. The Amber malt and Goldings hops combine to create a delicious fruitcake aroma. As this beer is bottle conditioned, we recommend it is stored upright and poured carefully.\t;6.3;40.0;60.0;16;63;25.0;50;81;36;0;41;58.0;11;136.0
Yorkshire StingoSamuel Smith Old Brewery (Tadcaster);Strong Ale - English;Samuel Smith Old Brewery (Tadcaster);Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Yorkshire Stingo;Notes:Some of the oak casks at Samuel Smith’s date back more than a century with the individual oak staves being replaced by the Old Brewery coopers over the years. Gradually the casks soak in more & more of the character of the ale fermented in stone Yorkshire squares. Yorkshire Stingo is aged for at least a year, matured in these well-used oak casks in the brewery’s underground cellars deriving fruit, raisin, treacle toffee, Christmas pudding and slight oaky flavours, before being further naturally conditioned in bottle.Not suitable for vegans.\t;8.0;40.0;60.0;12;57;460.0;25;92;44;0;74;16.0;28;75.0
Ubu Ale;Strong Ale - English;Lake Placid Craft Brewing Company;Lake Placid Craft Brewing Company Ubu Ale;Notes:Our famous English-style Strong Ale, deep garnet red in color, with a smooth, hardy taste and a nice warm feeling to follow.38 IBU\t;7.0;40.0;60.0;7;58;19.0;34;73;11;2;13;;4;93.0
Geary's Hampshire Special Ale;Strong Ale - English;D.L. Geary Brewing Company;D.L. Geary Brewing Company Geary's Hampshire Special Ale;"Notes:Once Maine’s legendary seasonal specialty, Hampshire is now available year round. Hampshire has a huge toasted malt flavor balanced by assertive hoppiness. The finish is long and lingering with the malt and hop notes blending with alcohol warmth. Original gravity - 1070; alcohol by volume - 7%; two row English malts (pale, crystal and chocolate); Cascade, Mt. Hood and East Kent Golding hops.\t";7.0;40.0;60.0;10;53;52.0;59;72;20;0;39;62.0;3;110.0
King Goblin;Strong Ale - English;Wychwood Brewery Company Ltd;Wychwood Brewery Company Ltd King Goblin;Notes:;6.6;40.0;60.0;60;34;33.0;29;73;25;0;34;34.0;10;87.0
Adnams Broadside;Strong Ale - English;Adnams plc, Sole Bay Brewery;Adnams plc, Sole Bay Brewery Adnams Broadside;Notes:;6.3;40.0;60.0;4;46;27.0;32;72;28;0;47;34.0;14;80.0
Extra Strong Vintage Ale;Strong Ale - English;Coopers Brewery Limited;Coopers Brewery Limited Coopers Extra Strong Vintage Ale;Notes:;7.5;40.0;60.0;17;55;31.0;37;83;43;1;53;40.0;9;80.0
Hen's Tooth;Strong Ale - English;Greene King / Morland Brewery;Greene King / Morland Brewery Hen's Tooth;Notes:;6.5;40.0;;17;52;23.0;33;59;23;0;28;46.0;5;82.0
Riggwelter Yorkshire Ale;Strong Ale - English;Black Sheep Brewery PLC;Black Sheep Brewery PLC Riggwelter Yorkshire Ale;Notes:;5.7;;60.0;270;69;28.0;74;96;39;1;46;62.0;22;140.0
Insanely Bad Elf Imperial Red Ale;Strong Ale - English;Ridgeway Brewing;Ridgeway Brewing Insanely Bad Elf;Notes:;11.2;40.0;60.0;8;42;71.0;37;95;46;0;85;49.0;11;87.0
Old Crafty Hen;Strong Ale - English;Greene King / Morland Brewery;Greene King / Morland Brewery Old Crafty Hen;Notes:A strong fine ale combines the malty taste with a smooth raisin finish.Challenger provides a key herbal dry hop character, First Gold and Goldings give some citrus fruit and crystal malt provides warming toffee in the main beer of this blended ale. The use of some old 5X 12% ale adds dried fruit and raisin and produces a complex flavoured and richly satisfying ale. The tradition of brewing a Strong Suffolk Ale and maturing in Oak Vats is one that unlike other UK brewers, GK have continued - the practice is mentioned in 1810 in connection with GK.\t;6.5;40.0;60.0;16;42;;42;97;47;0;77;67.0;17;114.0
Seriously Bad Elf;Strong Ale - English;Ridgeway Brewing;Ridgeway Brewing Seriously Bad Elf;Notes:;9.0;40.0;60.0;9;45;81.0;28;122;54;1;64;49.0;22;108.0
Manchester Star AleJ.W. Lees & Co (Brewers) Ltd;Strong Ale - English;J.W. Lees & Co (Brewers) Ltd;J.W. Lees & Co (Brewers) Ltd Manchester Star Ale;Notes:;7.3;40.0;60.0;12;82;40.0;69;119;39;0;50;;15;116.0
Jolly Roger Christmas Ale;Strong Ale - English;Maritime Pacific Brewing Company;Maritime Pacific Brewing Company Maritime Pacific Jolly Roger Christmas Ale;Notes:;9.0;40.0;;9;47;31.0;57;72;21;1;22;69.0;21;97.0
Bracia;Strong Ale - English;Thornbridge Brewery;Thornbridge Brewery Bracia;Notes:Bracia is the Celtic name for a beverage brewed in Iron Age Europe with reference found on a Roman inscription at Haddon Hall, Derbyshire. Little is known about this except it was high in alcohol, brewed with cereals and, most probably, honey.Thornbridge's Bracia has been infused with a generous amount of dark and bitter Chestnut Honey sourced from the Alpine foothills of North East Italy.\t;10.0;40.0;60.0;6;82;29.0;68;91;25;0;36;;19;159.0
Moonraker AleJ.W. Lees & Co (Brewers) Ltd;Strong Ale - English;J.W. Lees & Co (Brewers) Ltd;J.W. Lees & Co (Brewers) Ltd Moonraker Ale;Notes:;7.5;400.0;60.0;14;55;410.0;20;97;37;0;69;15.0;25;77.0
Reindeer's Revolt;Strong Ale - English;Ridgeway Brewing;Ridgeway Brewing Reindeer's Revolt;Notes:Bartender, if anyone calls, I'm not here, right? Every year, it's the same nightmare, hauling that over-sized, red-suited endomorph all over kingdom come, up to my shivering haunches in snow and muck! You call him a Saint? Slave-driver, more like. Going down in history is all well and good, but what about the here and now? My therapist says I have to start doing thing for me for a change. It's about time I had a Merry Christmas myself, don't you think?\t;200.0;40.0;60.0;15;44;22.0;49;70;40;2;56;76.0;16;105.0
Pride Of Milford Special Ale;Strong Ale - English;Cooperstown Brewing Company;Cooperstown Brewing Company Pride Of Milford Special Ale;Notes:;7.7;40.0;60.0;10;47;39.0;31;102;35;0;43;35.0;7;102.0
Wizard's Winter Ale;Strong Ale - English;Middle Ages Brewing Co., Ltd.;Middle Ages Brewing Co., Ltd. Wizard's Winter Ale;Notes:;6.3;40.0;60.0;15;53;32.0;46;59;32;0;35;54.0;25;77.0
Twelve Days;Strong Ale - English;Hook Norton Brewery Co. Ltd.;Hook Norton Brewery Co. Ltd. Twelve Days;Notes:;5.5;40.0;60.0;18;68;22.0;38;83;24;0;41;35.0;13;102.0
An Brain Blásta;Strong Ale - English;The Porterhouse Brewing Company;The Porterhouse Brewing Company Brainblasta;Notes:;7.0;40.0;60.0;11;48;28.0;40;89;32;0;39;74.0;4;101.0
Extra Special Oak (ESO);Strong Ale - English;Element Brewing Company;Element Brewing Company Extra Special Oak (ESO);Notes:;7.75;40.0;60.0;18;51;25.0;29;67;25;2;30;39.0;45;88.0
Triple;Strong Ale - English;W.H. Brakspear & Sons plc;W.H. Brakspear & Sons plc Triple;Notes:;7.2;40.0;;17;63;48.0;51;119;54;0;66;55.0;16;106.0
Monkey Wrench Strong Ale;Strong Ale - English;Daleside Brewery;Daleside Brewery Monkey Wrench Strong Ale;Notes:;200.0;40.0;60.0;15;69;25.0;40;79;25;1;35;40.0;7;114.0
Morocco Ale;Strong Ale - English;Daleside Brewery;Daleside Brewery Morocco Ale;Notes:Brewed & Bottled for Levens Hall, Cumbria.www.levenshall.co.ukBrewers Notes: A rich, dark and mysterious ale brewed to the ancient recipe held secret at Levens Hall for over 200 years.\t;5.5;40.0;60.0;11;68;22.0;39;67;20;2;31;46.0;37;111.0
Otro Mundo Strong Red Ale;Strong Ale - English;Otro Mundo Brewing Company;Otro Mundo Brewing Company Otro Mundo Strong Red Ale;Notes:;7.5;40.0;60.0;80;34;350.0;22;93;37;0;45;27.0;2;88.0
Peculiar;Strong Ale - English;Granite Brewery & Restaurant;Granite Brewery & Restaurant Peculiar;Notes:A strong English ale, not too hoppy and reddish brown in colour. It is a dark, malty brew, full in taste with a sweet dry finish.\t;5.6;40.0;60.0;11;60;17.0;40;81;30;1;34;;19;97.0
1488 Whisky Beer;Strong Ale - English;Tullibardine Distillery;Tullibardine Distillery 1488 Whisky Beer;Notes:;7.0;40.0;;10;54;74.0;13;74;23;0;31;16.0;28;81.0
Otter Head;Strong Ale - English;Otter Brewery Ltd;Otter Brewery Ltd Otter Head;Notes:;5.8;40.0;60.0;16;56;30.0;63;116;42;0;60;86.0;14;113.0
Old Admiral;Strong Ale - English;Lord Nelson Brewery Hotel;Lord Nelson Brewery Hotel Old Admiral;Notes:;6.7;40.0;60.0;8;46;24.0;38;67;24;0;16;31.0;5;97.0
The Saints Whisky Beer;Strong Ale - English;St. Peter's Brewery Co Ltd;St. Peter's Brewery Co Ltd St. Peter's The Saints Whisky Beer;Notes:A superbly balanced beer golden in appearance with peaty smoky aromas and smooth whisky flavours from peated malt. With a measure of English Whisky from St. George’s Distillery in Norfolk, it is rich in flavour and a superb after dinner drink.\t;4.8;40.0;60.0;12;41;59.0;26;25;13;5;11;24.0;65;51.0
Centurion's Ghost Ale;Strong Ale - English;York Brewery Company Limited;York Brewery Company Limited Centurion's Ghost Ale;Notes:Centurion's Ghost is a multiple gold medal award-winning dark ruby ale. It has a smooth roasted malt palate, and a combination of Challenger, Fuggle and Bramling Cross hops give it a subtle bitterness with autumn fruit flavours that linger on the aftertaste.\t;5.4;40.0;60.0;12;88;18.0;72;70;30;1;34;77.0;23;107.0
Ripon Jewel Ale;Strong Ale - English;Daleside Brewery;Daleside Brewery Ripon Jewel Ale;Notes:;5.8;40.0;600.0;17;62;13.0;60;63;41;0;29;77.0;14;85.0
La Fin Du Monde;Tripel;Unibroue;Unibroue La Fin Du Monde;Notes:La Fin du Monde was developed through 18 months of research on a unique strain of yeast originating from Europe. It is brewed in honor of the intrepid European explorers who believed they had reached the “end of the world” when they discovered North America ‘the new world’. This triple-style golden ale recreates the style of beer originally developed in the Middle Ages by trappist monks for special occasions and as such it was the first of its kind to be brewed in North America.\t;9.0;20.0;40.0;14;41;18.0;12;40;44;2;62;31.0;53;36.0
Golden Monkey;Tripel;Victory Brewing Company;Victory Brewing Company Golden Monkey;Notes:A magical, mystical Monkey whose golden sole glows with the wisdom of the ages. This radiant ale is rich in the spirited tradition of Belgian-inspired brewing. Our Golden Monkey is both playfully delightful and profoundly satisfying. Exotic spice from the East rounds out this global journey to joy. Get on board. This Monkey's bound for glory!\t;9.5;20.0;;3;30;26.0;8;26;10;0;39;14.0;45;30.0
Westmalle Trappist Tripel;Tripel;Brouwerij Westmalle;Brouwerij Westmalle Westmalle Trappist Tripel;Notes:;9.5;20.0;40.0;13;53;30.0;26;53;25;0;56;36.0;37;
Tripel (White);Tripel;Bières de Chimay S.A.;Bières de Chimay S.A. Chimay Tripel (White);Notes:Labeled Chimay Cinq Cents in 750ml bottle.This blonde ale is dry and floral with a slight hop bitterness. The hoppiest Chimay ale, Cinq Cents was created by famed brewmaster Father Theodore in 1966.\t;8.0;20.0;40.0;15;40;25.0;38;62;43;1;57;59.0;25;33.0
Tripel Karmeliet;Tripel;Brouwerij Bosteels;Brouwerij Bosteels Tripel Karmeliet;Notes:3 grains - barley, wheat, oat. Styrian hops.\t;8.4;20.0;40.0;18;42;18.0;17;52;36;1;66;26.0;23;46.0
Tripel;Tripel;Brouwerij St. Bernardus NV;Brouwerij St. Bernardus NV St. Bernardus Tripel;Notes:;8.0;20.0;40.0;30;44;30.0;18;80;72;8;94;24.0;55;59.0
Trippel;Tripel;New Belgium Brewing;New Belgium Brewing Trippel Grand Cru;Notes:Our Trippel has always been a big, beautiful Belgian-style ale, but in 2015, we tweaked the recipe to include a new yeast variety and even more complex malt profile. This golden beer opens with a bold blast of spicy Noble hops, courtesy of Saaz and Hallertau Mittlefruh, and gives way to the fruity aromas offered by our traditional Belgian yeast. Brewed with Pilsner and Munich malts, Trippel is classically smooth and complex, and sings with a high-note of sweet citrus before a pleasantly dry finish delivers a warm, strong boozy bite. Give Trippel a sip to get you smiling.\t;8.5;20.0;40.0;15;30;24.0;17;42;34;0;47;27.0;31;26.0
Don De Dieu;Tripel;Unibroue;Unibroue Don de Dieu;Notes:Don de Dieu (Gift of God) was the name of the ship that Samuel de Champlain sailed on his mission to “explore and discover the vast and perilous land of America” in the name of the King of France. His travels led to the founding of Quebec City in 1608.Inspired by this great adventure, Unibroue created Don de Dieu—an abbey-style triple wheat beer refermented in the bottle. Soft and round, it has delicately nuanced fruity and hoppy notes.\t;9.0;20.0;40.0;23;33;20.0;12;85;66;2;78;22.0;36;52.0
Tripel Ale;Tripel;Allagash Brewing Company;Allagash Brewing Company Allagash Tripel Ale;Notes:This strong golden ale is marked by passion fruit and herbal notes in the aroma, with suggestions of banana and honey in the complex palate. The Tripel has a remarkably long and smooth finish.\t;9.0;20.0;40.0;20;45;29.0;23;73;57;1;78;46.0;58;47.0
Merry Monks;Tripel;Weyerbacher Brewing Co.;Weyerbacher Brewing Co. Merry Monks' Ale;Notes:Merry Monks, 9.3% ABV, is a Belgian-style Tripel. Pilsner malt combined with an Abbey yeast strain yields a remarkable and complex flavor packed with notes of spice, banana and pear. Nicely balanced, with a moderate to dry finish.Merry Monks is bottle conditioned which imparts a special effervescence to the beer and a creamier carbonation. The ongoing fermentation inside the bottle will change the character of the beer as it ages and you’ll find it becomes dryer with age. You may want to lay down a few bottles for future evaluation. We suggest storing at cellar temperatures (around 55°F) and away from light.This brew is available year-round. Keep your eye out for Merry Monks in 25 oz. cork-and-cage champagne bottles for an exceptional experience!\t;9.3;20.0;40.0;19;29;44.0;12;64;50;0;85;15.0;47;41.0
Maredsous 10 - Triple;Tripel;Brouwerij Duvel Moortgat NV;Brouwerij Duvel Moortgat NV Maredsous 10 - Triple;Notes:;10.0;20.0;40.0;13;34;;5;69;56;0;71;11.0;23;24.0
Trade Winds;Tripel;The Bruery;The Bruery Trade Winds Tripel;Notes:Our Summer seasonal, Trade Winds Tripel is a Belgian-style Golden Ale with a Southeast Asian twist. Instead of using candi sugar (typical for such a beer), we use rice in the mash to lighten the body and increase the gravity, and spice with Thai Basil. The result is an aromatic, digestible and complex beer made for a lazy summer evening.25 IBU\t;8.1;20.0;40.0;25;46;28.0;15;71;52;0;73;56.0;65;37.0
La Trappe Tripel (Koningshoeven / Dominus);Tripel;Bierbrouwerij De Koningshoeven B.V.;Bierbrouwerij De Koningshoeven B.V. La Trappe Tripel (Koningshoeven / Dominus);Notes:La Trappe Tripel’s aroma is slightly malty and estery. Despite its full, rich flavour, this out-of-the-ordinary ale still has a light and dry aftertaste with a touch of bitter finesse.\t;8.0;20.0;40.0;19;37;;28;73;46;2;50;51.0;32;57.0
Samuel Adams New World Tripel (Barrel Room Collection)Boston Beer Company (Samuel Adams);Tripel;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams New World Tripel (Barrel Room Collection);"Notes:Aged in oak barrels; hand-bottled corked & caged; bottled-conditioned.\t";10.0;20.0;;4;38;25.0;18;66;36;0;59;23.0;32;22.0
Agnus Dei (Abbey Pale Ale);Tripel;Brouwerij Corsendonk;Brouwerij Corsendonk Corsendonk Agnus / Abbey Pale Ale;Notes:;7.5;20.0;40.0;28;30;20.0;25;72;45;1;51;38.0;41;51.0
